shuaca	falri'a	$r_1$ (event/state) is the cause of that $f_1$ falls/drops to $f_2$ from $f_3$ in gravity well/frame of reference $f_4$; under conditions $r_3$.
faotıshaı	famli'a	$x_1=c_1=f_1$ quits / abandons / renounces $x_2=c_2=f_1$ via route $x_3=c_3$.
faobudeq	famnalka'e	$k_1$ is not able to end $k_2$ (event/state) under conditions $k_3$ (event/state).
faoreu	fampi'i	$x_1$ is the factorial of $x_2$.
faokuq	famsku	$c_1$ (agent) concludes by expressing/saying $c_2=f_1$ for/to audience $c_3$ via expressive medium $c_4$ concluding $f_2$.
faorıaq	famstu	$x_1$ is a place where $x_2$ (event) ends
faodoetoa	famyma'o	$c_1$ is a terminator of class/part-of-speech $c_2$ in language $c_3$.
tıem'eka	fancysuksa	function $f_1$ is discontinuous/abrupt/sharply changes locally (in output) on/at $s_2$ (set), with abruptness of type $x_3$ (default: 1)
tıemfuaq	fancyxra	$p_1$ is a graph of function $p_2=f_1$ drawn by $p_3$ in medium $p_4$
feogıq	fardukti	$x_1=d_1$ is the opposite direction from $x_3=f_3$ that $x_2=f_2$ is.
feo'ıjo	farja'o	$j_1$ shows the direction of $f_2$ (object/event) to audience $j_3$, that direction being $f_1$
feogıam	farmu'u	$x_1$ moves towards $x_2$ from direction $x_3$
feolaı	farsni	$s_1=f_3$ non-agentively/inanimately points at/indicates the direction of $s_2=f_2$ to observer $s_3$ as being in the direction $f_1$.
feoruo	fartra	$x_1$ treats $x_2$ in way $x_3$ (ka)
nuq'obeo	fatfarvi	$x_1$ (object) regresses/declines/anti-develops towards/into $x_2$ (state) from $x_3$ (state) for reason/because of $x_4$ (fact, event) through stages $x_5$
nuq'odeq	fatka'e	$f_1 = k_1$ [sequence] is able to be / capable of being reversed from / into sequence $f_2$ by event $k_2$ under conditions $k_3$ (event / state).
nuq'ojıoqtıem	fatkajyfancu	$x_1=fc_1$ is an inverse function from domain $x_2=fc_2$ to range $x_3=fc_3$ defined by original function $x_4=f_4$
nuq'ozıu	fatna'u	$x_{1}$ is a number.
nuq'onotuq	fatpo'a	$s_1$ implodes into pieces/energy/fragments $s_2$.
faqbeo	faucne	$x_1$ (event) varies in intensity/amount
faqtuao	faumli	$x_1$ (event) happens mildly/non-extremely/gently/somewhat
faqdu	faumlu	$x_1$ (event) seems to happen/take place to observer $x_2$
faqbıaq	faurbanzu	$x_1$ (nu) is a sufficient condition/is enough for $x_2$ (nu) to happen
faqduı	faurdu'e	the amount/intensity of event/state $x_1$ is too high for $x_2$ to happen; $x_1$ happens too much for $x_2$ to happen
faqdıa	faurjdika	$x_1$ (event) decreases in intensity/amount
faqsuaı	faursutra	$f_1=s_1$ (event) happens swiftly/quickly/rapidly
faqdaq	faurtei	$f_1$ is an event that has time/temporal duration $t_1$ ranging from starting time/event $t_2$ to ending time/event $t_3$.
faqjeaq	faurze'a	$x_1$ (event) increases in intensity/amount
faqmeoq	fausno	$f_1=s_1$ (event) happens slowly
faqjaq	fautce	$x_1$ (event) happens intensely/in a great degree
beotıao	favmapti	$f_1=m_1$ is homologous to $f_1=m_2$ in property/aspect $m_3$
beoguo	favyke'u	$x_1=k_1$ is a redevelopment / replay of $x_2=k_2=f_1$ developing / evolving into $x_3=f_2$ from $x_4=f_3$ through stages $x_5=f_4$ for the $x_6=k_3$'rd time.
beotuemua	favytcinymupli	$m_1$ is an example/instance of developmental/evolutionary stage/state $m_2=t_1$ of developing thing $t_2=f_1$ in its development towards/into $f_2$ from $f_3$ through stages $f_4=m_3$.
feıshoı	fe'ucmo	$c_1=f_1$ growls/snarls/roars c2 [non-linguistic utterance] in anger at $f_2$ for $f_3$ (action/state/property).
feıtuao	fegmli	$m_1=f_1$ is irritated/[mildly angry] at $f_2$ for $f_3$ (action/state/property)
feıtuaochoa	fegmliba'u	$m_1=f_1=b_1$ grumbles with sound $b_2$ at $f_2$ because of $f_3$ (action/state/property).
feıca	fegri'a	$r_1$ (event) angers $f_1$.
feıcıa	fegycau	$f_1=c_1$ is without anger/mild/meek regarding $f_2$ for $f_3$ (action/state/property).
feıtua	fegygau	$x_1$ makes $x_2$ angry / mad at $x_3$ for $x_4$ (action / state / property); $x_1$ angers / provokes / stirs up $x_2$.
chebapoq	fekpre	$x_1$ (person) is crazy/mad/frantic by standard $x_2$.
mutejeoqtıeq	feskevlu'a	$x_1$ is a sewer carrying waste through $x_2$ that stretches from $x_3$ to $x_4$ and goes through points $x_5$ (set)
mutetıshaı	fesli'a	$x_1=f_2=c_1$ abandons / forsakes / leaves behind $x_2=f_1=c_2$
mutechoq	fespli	$x_1$ recycles $x_2$ for new purpose $x_3$.
mutetıdo	fespu'i	$p_1$ (agent) throws away waste $p_2$ on/at locus $p_3$
muteraı	fesydai	$x_{1}$ is a waste-object with pollute $x_{2}$.
mutecea	fesydakli	$d_1$ is a refuse bag with refuse $d_2=f_1$, and of material $d_3$.
mutetua	fesygau	$x_1=g_1$ [person/agent] leaves waste product/wastes $x_2=f_1$ by event/activity $x_3=f_2=g_2$
mutepoetua	fesyseigau	$x_1$ removes waste/trash $x_2$ from $x_3$.
mutedıu	fesyske	$s_1$ is garbology based on methology $s_3$.
muterıaq	fesystu	$x_1$ is a landfill or other area where refuses/garbages are disposed of.
lıqseje	fetcinse	$c_1$ is gynophilous [sexually attracted to women] in situation $c_2$ by standard $c_4$.
lıqlıqseje	fetfetcinse	$c_1=f_1$ is female and gynophilous/gay/bisexual in situation $c_2$ by standard $c_4$
lıqbuseo	fetnalspe	$f_1=n_1$ is an unmarried woman under law/custom/tradition $s_3$.
lıqpeso	fetpinji	$p_1$ is the clitoris of $p_2$.
lıqjaqsao	fetytcebra	$f_1=b_1=m_1$ is a huge/enormous/very big female being in property/dimensions $b_2$ as compared with standard/norm $b_3$. $f_1=m_1=b_1$ is a giantess.
afarı'usona	fi'ormerko	$x_1$ pertains to African-American culture in aspect $x_2$.
afarıdueq	fi'ortu'a	$f_1=t_1$ is Africa.
afarı'elu	fi'orxanto	$x_1$  is an African elephant (genus Loxodonta) of species/breed $x_2$.
heosho	ficybi'o	$b_1$ becomes different/changes/transforms from $f_2$ in property/dimension/quantity $f_3$ under conditions $b_3$.
luakue	fikcku	$cu_1=cf_1$ is a book containing a work of fiction $cu_2=cf_1$ by author $cu_3=cf_3$ for audience $cu_4$ preserved in medium $cu_5$.
fuıtua	filgau	$g_1$ [person/agent] causes $f_1$ to be easy for $f_2$ under condition(s) $f_3$.
fuıhuaq	filmau	$z_1=f_1$ (action) is easier than $z_2$ (action) for $x_3=f_2$ (agent) by amount $z_4$ under conditions $x_5=f_3$.
fuısoq	filrai	$x_1$ is the easiest among $x_2$
fuıca	filri'a	$r_1$ [event/state] causes $f_1$ to be easy for $f_2$ under condition(s) $f_3$.
fuıshuaı	filsampu	$s_1=f_1$ is simple/easy in property $s_2$ for $f_2$ under conditions $f_3$
fuımıu	filsmu	$s_1$ is easily understood/interpreted as the meaning of $s_2$ by (agent) $s_3=f_2$ under conditions $f_3$
fuıkeoı	filta'a	$t_1=f_2$ speaks fluently to $t_2$ about subject $t_3$ in language $t_4$ under conditions $f_3$.
fıeqjıao	fincei	$c_1=f_1$ is the creator deity/demiurge of people(s)/religion(s) $c_2$, having created $c_3=f_2$ from material/primordial chaos $f_4$.
fıeqcueq	fingubni	$x_1$ is free and open source (not limited to software)
fıeq'ıq	finkai	$c_1$ is characterized by creativity; $c_1$ is creative/inventive (one sense).
fıeqruo	fintra	$t_2$ is the style (in the sense of art/fashion/creative work/object) of object $f_2$ by creator $f_3$ derived from existing elements/ideas $f_4$
cıejue	fipma'i	$x_1$ is March of year $x_2$ in calendar $x_3$.
cıenueqbeaq	fipre'uga'a	$x_1$ is stick-shaped fish meat [a fishstick] of fish type/species $x_2$
cıepoaı	fipso'a	$x_1=s_1$ is a roe/spawn of fish $x_2=s_2=f_2$
cıegıe	fipybirka	$b_1$ is a fin of fish $x_2=f_1$ of species $x_3=f_2$.
cıekuoq	fipybo'u	$b_1$ is a fish bone, performing function $b_2$ in body of fish $b_3$.
cıehuoı	fipyrebla	$x_{1}$ is a tail with tailed-fish $x_{2}$.
shomkuoq	firbo'u	$b_1=f_1$ is a facial skeleton/splanchnocranium/viscerocranium of $b_3=f_2$
shomkue	fircku	$x_1$ pertains to Facebook in aspect $x_2$.
shomcua	firfra	$x1=fl2=fr1$ has look/[facial expression] $x2=fl1=fr2$ to stimulus $x3=fr3$ under condition $x4=fr4$
shomtıe	firgai	$g_1$ is a mask covering the face of $g_2=f_2$.
shomkıaq	firkre	$k_1$ is the beard/moustace/facial hair of $f_2=k_2$.
shomkıaqshata	firkrevi'u	$x_1=v_1$ removes facial hair $x_2=v_2=k_1$ from $x_3=v_3=k_2=f_2$'s face
shomboaqfuaq	firti'oxra	$p_1$ is a silhouette of $f_1$ made by $p_3$ in medium $p_4$.
shomkıacua	firxunfra	$x_1$ blushes due to stimulus $x_2$ under conditions $x_3$
juaocıa	flacau	$c_1=f_3$ [lacks law]/[is lawless with regard to] law(s) $f_1$ specifying $f_2$ (state/event) under conditions $f_4$ by lawgiver(s) $f_5$; $c_1=f_3$ is lawless.
juaoceocueme	flacfatrugri	$g_1=t_1$ is the Lower House/House of Representatives/House of Commons for territory $t_2$ with members $g_3=f_5$.
juaodoem	flaci'e	$f_1$ is the legal system concerning topic $f_2$ in society $f_3$
juaocoq	flaka'i	$x_1$ represents client $x_2$ in matter $x_3$; $x_1$ is an attorney/lawyer for $x_2$ in $x_3$
juaocoqsoapoq	flaka'idjupre	$x_1$ is a paralegal/legal assistant
juaocoqpoq	flaka'ipre	$x_1$ is an attorney/lawyer/barrister/solicitor
juaobulıeı	flanaltinbe	$t_1$ is an outlaw not following the law $t_2$ made by $t_3$.
juaojıebue	flapaizda	$z_1$ is a judicial court administering lawsuit $p_2=f_2$ for community $f_3$.
juaobo	flapo'e	$p_1$ legally owns / is the legal owner of $p_2$ according to law $p_3=f_1$.
juaoca	flari'a	$r_1=f_5$ enacts $r_2=f_1$ (law/legislation/treaties/act) for community $f_3$ under condition $r_3=f_4$.
juaocuedoem	flatruci'e	$c_1=t_1=f_5$ is the legislative branch of the government of people/territory/domain/subjects $t_2$.
juaobua	flaxa'u	$x_1$ is a/are legal resident(s) of location/country $x_2$ according to law $f_1$ specifying $f_2$ (state/event) for community $f_3$.
juaogımıucueme	flazautrugri	$g_1=t_1$ is the Upper House/Senate/House of Lords for territory $t_2$ with members $g_3=f_5=z_3$. 
hıudem	fleca'e	$x_1$ washes $x_2$ away and is a current/flow/river of/in $x_3$.
hıuruq	flecarvi	$c_1$ pours/intensely rains to $c_2$ from $c_3$.
hıushua	flefa'u	$x_1$ pours/spills to $x_2$ from $x_3$
hıushuatua	flefalgau	$x_1$ (agent) pours/spills $x_2$ on/to $x_3$ from $x_4$
hıufaobıu	flefamtu'u	$x_1$ is a faucet made of material $x_2$ with flow rate $x_3$ and water pressure $x_4$
hıucaqkea	fletroca'a	$x_1$ is a valve, a device that controls the flow of $x_2$ through a pipe $x_3$
hıucaqgıokea	fletrogusmi'i	$x_1$ is a traffic light
hıubıu	fletu'u	$x_1=t_1$ is a pipe/tube/hose carrying fluid $x_2=f_2=t_3$ towards $x_3=f_3$ from $x_4=f_4$ (direction/source)
buaqrıu	flixru	$x_1$ bounces $x_2$ back to $x_3$ from $x_4$ because of failure $x_5$.
buaqtao	flizu'e	$x_1=z_1=f_1$ does $x_2=z_2$ to achieve goal $x_3=z_3=f_2$ which $x_1$ fails to achieve.
foqcoe	fonjo'e	$x_1$ calls $x_2$ on the phone.
foqcoe	fonjorne	$x_1$ calls $x_2$ on the phone
foqkeoı	fonta'a	$t_1$ talks on the phone to $t_2$ about $t_3$ in language $t_4$.
foqjuo	fonynoi	$n_1$ is an answering machine/voice mail message about $n_2$ from $n_3$ to $n_4$.
cualua	frafi'a	$x_1$ is interactive fiction about $x_2$
lıecıatea	fricaute'a	$x_1=t_1$ feels FOMO ("fear of missing out") about $x_2=t_2$; $x_1=t_1$ is scared of missing out on event/experience/information $x_2=t_2$
lıeshaokuq	fridjisku	$c_1=d_1$ expresses wish to audience $c_3=l_1$ that he/she/it/they experience $l_2$, via expressive medium $c_4$
lıetua	frigau	$x_1$ makes $x_2$ undergo experience $x_3$; $x_1$ treats $x_2$ in manner $x_3$.
afarıdueq	frikytu'a	$f_1=t_1$ is Africa
lıedıu	friske	$s_1$ is phenomenology of/about (aspect of) phenomena/perception/conscious experience $s_2$ (subject matter), with methodology $s_3$.
caq'eıkuq	fu'esku	$c_1$ blames/holds responsible/accuses $f_1$ for action/state $f_2$ from authority $f_3$ to audience $c_3$ with expression medium  $c_4$.
kopıtoa	fu'ivla	$x_1=v_1=f_1$ is a loanword meaning $x_2=v_2$ in language $x_3=v_3$, based on word $x_4=f_2$ in language $x_5$.
kopıcemmua	fukfadmupli	$x_1=m_1=fa_1=fu_2$ is a template / prototype / role-model of property $x_2=m_2=fa_2$ for derivatives / influenced $x_3=m_3=fa_3=fu_1$ in form / medium $x_4=fu_3$ made by method $x_5=fu_4$.
kopıtıdo	fukpu'i	$f_4=p_1$ pastes (during editing) $f_2=p_2$ from $f_3$.
kopılaqshuao	fuksnacpi	$c_1=s_2$ is a mockingbird of species $c_2$ which produces sound $s_1$ that is a copy of $f_2$.
kopıcua	fukspu	$f_1=s_1$ responds to $f_2=s_2$ with response $s_3=f_4$, which is roughly the same thing.
kopıtua	fukygau	$g_1$ (agent) creates copy $f_1$ of $f_2$ in form/medium $f_3$ by method $f_4$ (event).
kopısheıbo	fukyzifpo'e	$f_1=z_1=p_1$ holds the copyright for copying $f_2=p_2$ under law $p_3$.
caq'eıtua	fuzgau	$x_1$ holds $x_2$ responsible for $x_3$ (event/action)
caq'eıkoaq	fuzma'u	$x_1$ is old enough to have responsibility $x_2$, according to standard $x_3$
caq'eısoq	fuzrai	$t_1=f1$ is a director/trustee on the board of directors/trustees of $f_2$.
caq'eısoqfuaı	fuzraikamni	$k_1=t_1=f_1$ is the board of directors/trustees of  $k_3$.
caq'eıjıe	fuzypai	$x_1$ holds $x_2$ responsible for $x_3$ (event/action)
caq'eıcheo	fuzysi'u	$x_1$ (set of individuals) are mutually accountable to each other for $x_2$ (action/resulting state) and act as each other's judge/authority.
beaqchuım	ga'abru	$b_1$ is a broom with bristles $b_2$ with long handle $g_1$.
beaqgoeqkıaotıe	ga'arbimvrogai	$ga_1$ is a fence gate in fence opening $v_1=ga_2$ between $v_2=b_2=gr_2$ and $v_4=b_3=g_2$ (unordered), in fence $v_4=b_1=gr_1$.
beaqkıoqsoqluaq	ga'arboijvi	$j_1$ plays baseball against $j_2$ in competition $j_3$ for prize/title $j_4$.
beaqmarao	ga'ardansu	$d_1$ (individual, mass) pole dances to accompaniment/music/rhythm $d_2$ using pole $g_1$.
beaqfuom	ga'argreku	$x_1$ is a truss for supporting $x_2$
beaqfuomcoa	ga'argrekycripu	$x_1$ is truss bridge a over/across $x_2$ between $x_3$ and $x_4$
beaqkıao	ga'avro	$v_1$ is a grate between $v_2$ and $v_3$ of material $g_2=x_4$.
gaısı	ga'ezga	$g_1=z_1$ perceives $z_2$ to have quality $g_2$ by means/sense $g_3=z_3$ under conditions $g_4=z_4$
poaduopoaı	ga'onra'itsi	$t_1=g_1=r_1$ is an indehiscent fruit/seed-envelope (which remains closed/sealed and whole) of organism $t_2$ with potential to produce/containing/enclosing offspring $t_3=g_3$ preventing passage to $g_2$  (default: external environment)
poabeaq	ga'orga'a	$x1=gr1=ga3$ is a latch/[closing rod] of material $x2=gr2$, closing $x3=ga1$, preventing passage to $x4=ga2$
poabuqsuaq	ga'ormolsa'a	$s_1=m_2$ hums melody/song $s_2$ to audience $s_3$
poalaq	ga'osna	$s_1$ is a plosive consonant with place of articulation $g_1$ and phonation $x_3$
shınacheoq	gacybo'i	$b_1$ is a gas cylinder [closable container for gas] made of material $b_3$ with lid $b_4$.
shınanao	gacyjau	$x_1$ is a quantity of steam/water vapor
tıehıechao	gairbevma'e	$m_1$ is a van for carrying $m_2=b_2$ to $b_3$ from $b_4$ over path $b_5$
tıetua	gairgau	$gas_1$ puts cover $gac_1$ on $gac_2$.
tıenaoduı	gairjaudu'e	$d_1=g_1$ is a flood covering $g_2$.
tıejue	gairmasti	$x_1=m_1$ is December of year $x_2=m_2$ in calendar $x_3=m_3$.
tıeheq	gairvau	$v_1$ is a chest containing $v_2=g_2$ with lid $g_1$.
geagıe	galbirka	$g_1=b_1$ is a forearm of $b_2$.
geakaqsı	galcatlu	$c_1$ looks up at $c_2=g_1$.
geatua	galgau	$gas_1$ elevates/raises $gal_1$ by height reference $gal_2$ and height standard $gal_3$.
geadıa	galjdika	$x1=g1=j1$ sinks/descends in frame of reference $x2=g2$ by amount $x3=j3$
geajıeq	galji'o	$g_1=j_1$ is the peak/summit of $j_2$ at location $j_3$ in frame of reference $g_2$
geagıam	galmu'u	$m_1$ rises to $m_2=g_1$ from origin $m_3=g_3$ via path $m_4$.
geasoqpaq	galraipau	$p_1=g_1=t_1$ is the top (uppermost part) of $p_2$.
gealaqtoaı	galto'a	$x_1$ is a harmonic/overtone of $x_2$; $x_1$ is otonal with respect to $x_2$.
geashıaqshaq	galtupcra	$c_1=g_1$ is the lap of $t_2$.
geachejakuoq	galxejbo'u	$b_1$ is a/the maxilla bone performing function $b_2$ in body of $b_3$.
neacaı	gancai	$x_1=c_1=g_1$ is vast in dimension $x_2=g_2$ to observer $x_3=c_3=g_3$
neabuaıtoreamuıq	gancladakyxa'i	$xa_1=d_1=c_1$ is a broadsword for use against $xa_2=d_2$ by $xa_3$ with blade of material $d_3$, long by standard $c_3$, broad by standard $g_3$.
neafeoqteı	gancuktai	$t_1$ is an ellipse (geometric form)  of object/abstraction/manifestation $t_2$ (object/abstract) wide in dimension $x_3=g_2$.
neadıa	ganjdika	$z_1$ narrows/contracts/is diminished in dimension $g_2$ by amount $j_3$.
nealaqtoaı	ganto'a	$x_1$ is a note low in frequency/pitch produced by $x_2$
neameta	gantre	$x_1=m_1=g_1$ measures $x_2=m_2$ meters in its second longest direction $x_3=m_3=g_2$ by measurement standard $x_4=m_4$.
neajeaq	ganze'a	$z_1$ broadens/widens in dimension $g_2$ by amount $z_3$.
gaoguqnuq'o	gapnitfa'e	$x_1$ is upside-down
gaıfuı	gasfrili	$x_1$ is obvious/easy to notice for $x_2$
gaıkıaq	gaskre	 $k_1=g_3$ is a/are the whisker(s)/sensory hair(s) /vibrissa(e) attached to $k_2=g_1$ at body part $k_3$ for the detection of stimuli $g_2$ under conditions $g_4$.
gaıcheu	gastcica	$x_1$ (event) is an illusion that deceives/tricks $x_2$ into sensing $x_3$ using sense $x_4$ under conditions x5
gaıbeaq	gasyga'a	$x_1$ is an antenna/antennae of creature $x_2$
gaırugıamtue	gasyjvemu'utcini	$x_1$ is the sensori-motor stage as experienced by child $x_2$
tuachoq	gaupli	$x_1$ uses $x_2$ for bringing about $x_3$ (event)
tuasuo	gaurcando	$x_1=c_1=g_1$ is passive / inactive / non-acting / [idle] of actions $x_2=g_2$.
tuakuıca	gaurki'u	$x_1=k_1$ is person/agent $x_2=g_1$'s reason/motivation/purpose for doing/bringing about $x_3=g_2=k_2$.
tuatue	gaurtcini	$t_1$ is an opportunity for $t_2=g_1$ to do $g_2$.
tuagıqsuo	gaurtolcando	$x_1=c_1=g_1$ is active / acting / taking action(s) $x_2=g_2$.
tuatao	gaurzu'e	$x_1$ volitionally brings about $x_2$ (event) for purpose/goal $x_3$ (event)
suımfuaı	gazykamni	$k_1=g_1$ the committee for steering/organizing $g_2$ into $g_3$ by system/principle(s) $g_4$ of body/organization $k_3$.
kunebue	ge'urzdani	$z_1$ is a doghouse for dog $z_2=g_1$.
kunebue	ge'uzda	$z_1$ is a doghouse for dog $z_2=g_1$.
jaıshoı	geirki'a	$k_1=g_1$ cheers with sound $k_2$ about $g_2$ (event/state).
jaıluaı	geirzdi	$x_1=z_1=g_1$ is fun, to $x_2=z_2=g_2$ in property / aspect $x_3=z_3$.
jaıhuaq	gekmau	$x_1$ is happier than $x_2$ about $x_3$ by amount $x_4$
zujuaogıqdue	gentoldra	$x_1$ is grammatically incorrect in situation $x_2$ according to grammar $x_3$
zujuaotoatoaı	genvlasle	$s_1=g_1$ is a morpheme/most basic grammatical subunit of word, meaning/causing $v_2$ in language $v_3=g_2$ for language/text $g_3$.
kuneshoı	gercmo	$x_1=c_1=g_1$ barks expressing  $x_2=c_3$.
kunehaq	gerdja	$c_1$ is dog food for dogs $c_2=g_1$.
kuneshoı	gerki'a	$k_1$ is the howl of a dog/canine of species $g_2$.
kunebue	gerkyzda	$z_1$ is a doghouse for dog $z_2=g_1$.
kunebue	gerkyzdani	$z_1$ is a doghouse for dog $z_2=g_1$.
kunedıu	gerske	$s_1$ (mass of facts) is cynology/science about dogs $g_1=s_2$ based on methodology $s_3$.
kunenueq	geryre'u	$r_1$ is dog meat from species/breed $r_2=g_2$.
kunebue	gerzda	$z_1$ is a doghouse for dog $z_2=g_1$.
kunebue	gerzdani	$z_1$ is a doghouse for dog $z_2=g_1$.
kunebarua	gerzgu	$r_1$ is a dog rose (Rosa canina) of species/strain $r_2$.
genealuo	ginlanzu	$x_1$ (mass) is a biological/genetic/'blood' family with members including $x_2$ bonded/tied/joined according to standard/'blood' relations $x_3$.
genealuojeq	ginlazmi'u	$x_{1}$ is a genetic/biological/'blood' family member of $x_2$ via bonds/ties/standard/blood relations $x_3$.
genealuopao	ginlazrirni	$x_1$ is the biological/full/genetic-familial/'blood' parent of $x_2$; $x_2$ is the biological offspring/direct and immediate genetic-familial descendant of $x_1$.
genealuopıa	ginlazytunba	$x_1$ is a genetic-familial/biological/'blood' sibling of $x_2$ by bond/tie/standard/shared genetic parent(s) $x_3$.
geneachue	ginpoi	$x_{1}$ is a sequence with ordering rule $x_{2}$ with sequence base set-gene $x_{3}$.
geneatoaı	ginsle	$s_1$ is a chemical base (adenine/thymine/guanine/cytosine) within gene $j_1=s_2$.
geneaseao	ginxu'i	$x_1$ is an instance of DNA/deoxyribonucleic acid (individual or mass) with purity $x_2$.
loqtua	glagau	$x_{1}$ is a do with hot $x_{2}$ with hot standard $x_{3}$.
loqnoaıkafe	glaladyckafi	$c_1$ is a quantity of café au lait/latte/café con leche/cappuccino/flat white/coffee with heated dairy [or similar] product/creamer/whitener $la_1=g_1$, addition warm by standard $g_2$.
loqhuaq	glamau	$g_1=z_1$ is hotter than $z_2$ by standard $g_2$ by amount $z_4$.
loqmıeq	glamre	$m_1$ is a temperature measurer measuring the temperature of object $m_2=g_1$ as $m_3$ units on scale $m_4$ with accuracy $m_5$
loqmıeqchuo	glamretci	$t_1$ is a thermometer used for measuring temperature $m_2=g_1$ as $m_3$ units on scale $m_4$ with accuracy $m_5$
loqcaqchuo	glatrotci	$x_1$ is a heating regulator
seaqbuo	glebre	$x_1$ is in heat/estrus/musth; $x_1$ is horny/randy.
seaqshao	gledji	$x_1=g_1=d_1$ desires sexual activity $x_3=d_2$ with participants $x_2=g_2$ for purpose $x_4=d_3$
seaqboqfuq	glefantyta'u	$x_1$ is a chastity device, for preventing $x_2$ from having sex
seaqcua	glefra	$f_1$ reacts with orgasm $f_2$  to stimulus $f_3$ under conditions $f_4$; $f_1$ orgasms.
seaqgaq	glekansa	$x_1$ together with $x_2$ has sex with $x_3$
seaqgaqcheo	glekansi'u	$x_1$ (group) has sex with $x_2$
seaqchuo	gletci	$t_1$ is a tool/toy/instrument used for sex.
seaqcaq	gletro	$x_{1}$ is a control-copulate with controlled-copulated with $x_{2}$.
seaqteqdo	gleve'u	$x_1$ is a prostitute offering his/her services to $x_2$ for $x_3$ (payment).
seaqcıu	glevi'i	$v_1$ (body) ejaculates $v_2$ from source $v_3$ via means/route $v_4$.
ıqlızujuao	glige'a	$ge_1$ is English grammar for structure/text $ge_2$.
ıqlı'ıqlızu	gliglibau	$g_1=b_1$ is the British English language, used by $b_2$ to express/communicate $b_3$ (si'o/du'u, not quote).
ıqlıpoq	glipre	$x_1$ is an English person / is a person that shows traits $x_2$ related to England / English culture.
peodıeq	grebe'i	$b_1$ ferries $b_2=p_1$ to $b_3=p_3$ from $b_4=p_4$ over barrier/medium/portal $b_5=p_2$.
peomeaq	greblo	$b_1$ is a ferry boat for carrying $b_2$ over barrier/medium/portal $x_3=p_2$ to destination $x_4=p_3$ from origin $x_5=p_4$.
peotua	gregau	$g_1$ makes $x_2=p_1$ pass through $x_3=p_2$ to destination side $x_4=p_3$ from origin side $x_5=p_4$.
peojeoq	greke'a	$x_1=k_1$ is a hole in $x_2=k_2=p_2$ to/between $x_3=p_3$ from/and $x_4=p_4$ permitting passage by $x_5=p_1$.
peofa	grekla	$x_1=p_1=k_1$ passes through portal/generically exits or enters via portal (entrance/exit) $x_2=p_2$ to destination side $x_3=p_3=k_2$ from origin side $x_4=p_4=k_3$ via route $x_5=k_4$ using means/vehicle $x_6=k_5$.
megıemshodaq	grixabybi'otei	$x_1 = t_1$ is the elapsed time required for decaying/diminishing/reducing/shrinking population $x_2 = g_1$ to decrease in number by a factor of exactly/approximately half according to standard/under condition/by model/in experiment $x_3$; $x_1$ is the half-life of population/sample $x_2$; the (approximate) halving of population $x_2$ takes approximately $x_1$ (dimensionful number: time).
guıdashı	grupesxu	$p_1$ is dough made from grain $g_1=p_2$
guıgıa	grusri	$d_1$ is a noodle (ribbon-shaped) made of $d_2=g_1$
guısaıme	gruxre	$x_1$ is muesli / mixed cereal dish including ingredients $x_2$.
gıosuaı	gu'irsutra	$s_1$ is quick-as-light at doing $s_2$
cueqduatua	gubjungau	$j_1$ advertises $jg_3=g_1$ (du'u) to $jg_2=g_2$ (mass) about subject $jg_4$.
cueqjuo	gubnoi	$g_1=n_1$ is an advertisement about subject $n_2$ from author $n_3$ to audience $g_2=n_4$.
cueqkuq	gubnysku	$x_1$ announces, proclaims $x_2$ (text, assertion) towards $x_3$
cueqkoe	gubycu'a	$c_1$ votes (in a public election) for $c_2$ among choices $c_3$ in electorate $g_2$.
cueqkuq	gubysku	$x_1$ announces, proclaims $x_2$ (text, assertion) towards $x_3$
cueqdaocoe	gubytcita	$t_1=g_1$ is a sign of $t_2$ showing information $t_3$ to community $g_2$
cueqtao	gubzu'e	$x_1$ publicizes / promotes $x_2$ (product or idea) to community $x_3$
gualeoq	gugbandu	$b_1$ defends country $b_2=g_1$ from threat/peril/potential $b_3$.
guajoaq	gugja'a	$j_1$ is the president of people $g_2$ in country $g_3$.
guacoedoem	gugjonci'e	$c_1$ is a supranational union of member states $g_1=j_1=c_3$
guagıam	gugmu'u	$x_1$ migrates to country $x_2$ from country $x_3$ over path/route $x_4$.
guacoq	gugyka'i	$k_1$ is a diplomat/ambassador representing country $k_2=g_1$ in matter(s)/function(s) $k_3$.
guachıeq	gugykruca	A citizen $x_1=g_2=k_1$ is international in aspect/participates in an international event $x_2=k_3$.
guapaqtoaı	gugypausle	$s_1$ is a county/district/parish/province (second-level administrative division) of country $s_2=g_1$.
mejıam	gumcatra	$x_1=c_1$ (agent) massacres/commits genocide against $x_2=c_2=g_1$(mass of people) by action/method $x_3=c_3$
mesoı	gumda'a	$x_1$(mass) brawls with $x_2$(mass) over issue $x_3$ (abstract)
metua	gumgau	$ga_1$ combines individual $gu_2$ into mass $gu_1$.
menao	gumjau	$d_1=g_1$ is a pool of water.
meshuaq	gumpra	$x_1$ mass produces $x_2$ [product] by process $x_3$
guaıbuo	gunbre	$b_1=g_1$ is ready for work/labor $g_2$ with goal $g_3$.
guaılıekao	gunfrivei	$x_1$ is a résumé / cv / curriculum vita, summarizing $x_2$'s work experience, in medium $x_3$.
